CISA Identifies SUPERNOVA Malware During Incident Response,https://www.cisa.gov/news-events/analysis-reports/ar21-112a
Eviction Guidance for Networks Affected by the SolarWinds and Active Directory/M365 Compromise ,https://www.cisa.gov/news-events/analysis-reports/ar21-134a
Federal Agency Compromised by Malicious Cyber Actor,https://www.cisa.gov/news-events/analysis-reports/ar20-268a
FiveHands Ransomware,https://www.cisa.gov/news-events/analysis-reports/ar21-126a
JexBoss – JBoss Verify and EXploitation Tool,https://www.cisa.gov/news-events/analysis-reports/ar18-312a
MAR 10339794-1.v1 – Cobalt Strike Beacon,https://www.cisa.gov/news-events/analysis-reports/ar21-148a
MAR-10135536-10 – North Korean Trojan: BADCALL ,https://www.cisa.gov/news-events/analysis-reports/ar19-252a
MAR-10135536-12 – North Korean Trojan: TYPEFRAME,https://www.cisa.gov/news-events/analysis-reports/ar18-165a
MAR-10135536-17 – North Korean Trojan: KEYMARBLE,https://www.cisa.gov/news-events/analysis-reports/ar18-221a
MAR-10135536-21 – North Korean Proxy Malware: ELECTRICFISH,https://www.cisa.gov/news-events/analysis-reports/ar19-252b
MAR-10135536-21 – North Korean Tunneling Tool: ELECTRICFISH,https://www.cisa.gov/news-events/analysis-reports/ar19-129a
MAR-10135536-3 - HIDDEN COBRA RAT/Worm,https://www.cisa.gov/news-events/analysis-reports/ar18-149a
MAR-10135536-8 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar19-100a
MAR-10135536-8 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar19-304a
MAR-10135536-8.v4 – North Korean Trojan: HOPLIGHT,https://www.cisa.gov/news-events/analysis-reports/ar20-045g
MAR-10158513.r1.v1 – SamSam3,https://www.cisa.gov/news-events/analysis-reports/ar18-337c
MAR-10160323-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133d
MAR-10164494.r1.v1 – SamSam4,https://www.cisa.gov/news-events/analysis-reports/ar18-337d
MAR-10166283.r1.v1 – SamSam2,https://www.cisa.gov/news-events/analysis-reports/ar18-337b
MAR-10201537 – HIDDEN COBRA FASTCash-Related Malware,https://www.cisa.gov/news-events/analysis-reports/ar18-275a
MAR-10211350-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133e
MAR-10219351.r1.v2 – SamSam1,https://www.cisa.gov/news-events/analysis-reports/ar18-337a
MAR-10238137-1.v2,https://www.cisa.gov/news-events/analysis-reports/ar20-133f
MAR-10257062-1.v2 - North Korean Remote Access Tool: FASTCASH for Windows,https://www.cisa.gov/news-events/analysis-reports/ar20-239c
MAR-10265965-1.v1 – North Korean Trojan: BISTROMATH,https://www.cisa.gov/news-events/analysis-reports/ar20-045a
MAR-10265965-2.v1 – North Korean Trojan: SLICKSHOES,https://www.cisa.gov/news-events/analysis-reports/ar20-045b
MAR-10265965-3.v1 – North Korean Trojan: CROWDEDFLOUNDER,https://www.cisa.gov/news-events/analysis-reports/ar20-045c
MAR-10271944-1.v1 – North Korean Trojan: HOTCROISSANT,https://www.cisa.gov/news-events/analysis-reports/ar20-045d
MAR-10271944-2.v1 – North Korean Trojan: ARTFULPIE,https://www.cisa.gov/news-events/analysis-reports/ar20-045e
MAR-10271944-3.v1 – North Korean Trojan: BUFFETLINE,https://www.cisa.gov/news-events/analysis-reports/ar20-045f
MAR-10285677-2.v1,https://www.cisa.gov/news-events/analysis-reports/ar20-133g
MAR-10285677-3.v1,https://www.cisa.gov/news-events/analysis-reports/ar20-133h
